#---------------------------- KTU 3.13 1
161376	xxx	xxx
161377	rušy	rušy
161378	ṯmnym	ṯmnym
161379	ksp	ksp
161380	ḫmšt	ḫmšt
#---------------------------- KTU 3.13 2
161381	w	w
161382	arbʿ	arbʿ
161383	kkr	kkr
161384	ʿl	ʿl
161385	bn	bn
161386	xx	xx
#---------------------------- KTU 3.13 3
161387	w	w
161388	ṯlṯ	ṯlṯ
161389	šmn	šmn
#---------------------------- KTU 3.13 4
161390	w	w
161391	ʿl	ʿl
161392	rny	rny
161393	ksp	ksp
161394	ʿl	ʿl
161395	bn	bn
161396	ymn	ymn
#---------------------------- KTU 3.13 5
161397	šbʿ	šbʿ
161398	ʿšr	ʿšr
161399	šmn	šmn
161400	ʿl	ʿl
161401	ṯryn	ṯryn
#---------------------------- KTU 3.13 6
161402	ḫmšt	ḫmšt
161403	l	l
161404	ʿšrm	ʿšrm
161405	ksp	ksp
161406	ʿl	ʿl
161407	bn	bn
161408	llit	llit
#---------------------------- KTU 3.13 7
161409	w	w
161410	ḫmšt	ḫmšt
161411	ksp	ksp
161412	ʿl	ʿl
161413	yrbʿm	yrbʿm
161414	arny	arny
#---------------------------- KTU 3.13 8
161415	w	w
161416	ʿl	ʿl
161417	is	is
161418	arbʿm	arbʿm
161419	ṯqlm	ṯqlm
161420	w	w
161421	arbʿ	arbʿ
161422	yn	yn
#---------------------------- KTU 3.13 9
161423	w	w
161424	ʿl	ʿl
161425	mnḥm	mnḥm
161426	arbʿ	arbʿ
161427	šmn	šmn
#---------------------------- KTU 3.13 10
161428	w	w
161429	ʿl	ʿl
161430	bn	bn
161431	agyn	agyn
161432	ṯqlm	ṯqlm
#---------------------------- KTU 3.13 11
161433	ṯṯ	ṯṯ
161434	ksp	ksp
161435	ʿl	ʿl
161436	kdrn	kdrn
#---------------------------- KTU 3.13 12
161437	ʿšr	ʿšr
161438	ksp	ksp
161439	ʿl	ʿl
161440	ġr	ġr
#---------------------------- KTU 3.13 13
161441	w	w
161442	dšn	dšn
161443	krsnm	krsnm
#---------------------------- KTU 3.13 14
161444	ḫmš	ḫmš
161445	mat	mat
161446	ṯlṯ	ṯlṯ
161447	tyt	tyt
#---------------------------- KTU 3.13 15
161448	bn	bn
161449	grgš	grgš
#---------------------------- KTU 3.13 16
161450	w	w
161451	npṣ	npṣ
161452	bt	bt
161453	ṯn	ṯn
161454	ṯlṯ	ṯlṯ
161455	mat	mat
#---------------------------- KTU 3.13 17
161456	w	w
161457	spl	spl
161458	ṯlṯ	ṯlṯ
161459	mat	mat
#---------------------------- KTU 3.13 18
161460	w	w
161461	mmskn	mmskn
#---------------------------- KTU 3.13 19
161462	w	w
161463	ṯt	ṯt
161464	mqrtm	mqrtm
#---------------------------- KTU 3.13 20
161465	w	w
161466	ṯn	ṯn
161467	irpm	irpm
161468	w	w
161469	ṯn	ṯn
161470	trqm	trqm
#---------------------------- KTU 3.13 21
161471	w	w
161472	qpt	qpt
161473	w	w
161474	mqḥm	mqḥm
#---------------------------- KTU 3.13 22
161475	w	w
161476	ṯlṯm	ṯlṯm
161477	yn	yn
161478	šbʿ	šbʿ
161479	kbd	kbd
161480	d	d
161481	ṯbṭ	ṯbṭ
#---------------------------- KTU 3.13 23
161482	w	w
161483	ḫmšm	ḫmšm
161484	yn	yn
161485	d	d
161486	iḫh	iḫh
