#---------------------------- KTU 1.169 1
155612	ydy	yd(I)/;ydy(I)[;ydy(II)[	yd (I);/y-d-y/ (I);/y-d-y/ (II)	n. f.;vb;vb	hand;to throw;to rip
155613	dbbm	dbb(II)/;dbb(I)/	dbb (II);dbb (I)	n. m.;n. m.	(sorcerer) adversary;beast
155614	d	d	d	det. or rel. functor	the one(s) of
155615	ġzrm	ġzr/	ġzr	n. m.	lad
155616		?	?	?	?
155617	tgḫṭk	!t!gḫṭ[	/g-ḫ-ṭ/	vb	to cast out
155618	rgm	rgm[;rgm/	/r-g-m/;rgm	vb;n. m.	to say;word
#---------------------------- KTU 1.169 2
155619	bˤl	bˤl(II)/;bˤl(I)/;bˤl[	bʕl (II);bʕl (I);/b-ʕ-l/	n. m./DN;n. m.;vb	Baʿlu;labourer;to make
155620	tgḫṭk	!t!gḫṭ[	/g-ḫ-ṭ/	vb	to cast out
155621	w	w	w	conj.	and
155622	tṣu	yṣʔ[	/y-ṣ-ʔ/	vb	to go out
155623	lpn	?	?	?	?	DULAT: NOT FOUND
155624	ql	ql[;ql(I)/;ql(II)/	/q-l/;ql (I);ql (II)	vb;n. m.;n. m.	to fall (down);voice;swift (courier
155625	ṯˤy	ṯˤy(I)/;ṯˤy[	ṯʕy (I);/ṯ-ʕ-y/	n. m.;vb	minister;to offer
#---------------------------- KTU 1.169 3
155626	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
155627	qṭr	qṭr/	qṭr	n. m.	smoke
155628	urbtm	urbt/	ủrbt	n. f.	window
155629	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
155630	bṯn	bṯn/	bṯn	n. m.	serpent
155631	ˤmdm	ˤmd/	ʕmd	n. m.	support or foot of a wall
#---------------------------- KTU 1.169 4
155632	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
155633	yˤlm	yˤl(I)/;!y!ˤlm[	yʕl (I);/ʕ-l-m/	n. m.;vb	mountain goat;to be known
155634	ẓrh	ẓr(I)/	ẓr (I)	n. m.	back
155635	k	k(III);k(I);k(II)	k (III);k (I);k (II)	Subordinating or completive functor;prep.;emph. functor	when;like;yes
155636	lbim	lbu/	lbủ	n. m.	lion
155637	skh	sk(II)/	sk (II)	n. m.	den
#---------------------------- KTU 1.169 5
155638	ḫṭ	ḫṭ/	ḫṭ	n.	sceptre
155639	nqh	nqh[	/n-q-h/	vb	to prepare
155640	u	u	ủ	conj.	or
155641	qrb	qrb[;qrb/	/q-r-b/;qrb	vb;n. m.	to approach;inside
155642	ḫṭ	ḫṭ/	ḫṭ	n.	sceptre
155643	tḫṭa	!t!ḫṭʔ[	/ḫ-ṭ-ʔ/	vb	to make a mistake
155644	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155645	gbk	gb(II)/	gb (II)	n. m.	spine
#---------------------------- KTU 1.169 6
155646	w	w	w	conj.	and
155647	tršˤ	!t!ršˤ[	/r-š-ʕ/	vb	to harm
155648	l	l(I);l(II);l(III)	l (I);l (II);l (III)	prep.;adv.;functor	to;no;certainly
155649	tmntk	tmn(I)/+k(I);tmnt/+k(I)	tmn (I),-k (I);tmnt,-k (I)	n. m.,pers. pn./morph.;n. f.,pers. pn./morph.	frame,your(s);frame,your(s)
155650	tlḥm	!t!lḥm(I)[	/l-ḥ-m/ (I)	vb	to eat
155651	lḥm	lḥm(I)[;lḥm/;lḥ(I)/	/l-ḥ-m/ (I);lḥm;lḥ (I)	vb;n. m.;n. f.	to eat;grain;cheek
#---------------------------- KTU 1.169 7
155652	ẓm	ẓm/	ẓm	n. m.	fasting
155653	tšt	!t!št[;šty[	/š-t/;/š-t-y/	vb;vb	to place;to drink
155654	b	b	b	prep.	in
155655	ḫlṣ	ḫlṣ/	ḫlṣ	n. m.	squeezing
155656	bl	bl(I);bl(II);bl(III)/	bl (I);bl (II);bl (III)	adv. or emph. functor;prep.;n. m.	no;without;blended beer
155657	ṣml	ṣml(I)/	ṣml (I)	n. m.	to be hard
155658	b	b	b	prep.	in
155659	mrmt	mrm/	mrm	n. m.	height
#---------------------------- KTU 1.169 8
155660	b	b	b	prep.	in
155661	miyt	miyt/	mỉyt	n. f.	swamp
155662	b	b	b	prep.	in
155663	ẓlm	ẓl(I)/	ẓl (I)	n. m.	shade
155664	b	b	b	prep.	in
155665	qdš	qdš(I)/;qdš(II)/	qdš (I);qdš (II)	adj. m.;n. m.	holy;sanctuary
155666	aphm	aphm	ảphm	illative adv. functor	immediately afterwards
#---------------------------- KTU 1.169 9
155667	kšpm	kšp/	kšp	n. m.	sorcerer
155668	dbbm	dbb(II)/;dbb(I)/	dbb (II);dbb (I)	n. m.;n. m.	(sorcerer) adversary;beast
155669	ygrš	!y!grš[	/g-r-š/	vb	to eject
155670	ḥrn	ḥr(I)/+n(I);ḥr(I)/+n(II);ḥr(I)/+n(III)	ḥr (I),-n (I);ḥr (I),-n (II);ḥr (I),-n (III)	n. m.,morph.;n. m.,pers. pn./morph./vb;n. m.,pers. pn./morph.	intestine(s),Sun;intestine(s),me;intestine(s),our
#---------------------------- KTU 1.169 10
155671	ḥbrm	ḥbr(I)/	ḥbr (I)	n. m.	companion
155672	w	w	w	conj.	and
155673	ġlm	ġlm/	ġlm	n. m.	boy
155674	dˤtm	dˤt(I)/	dʕt (I)	n. f.	knowledge
155675	lk	l(I)	l (I)	prep.	to
#---------------------------- KTU 1.169 11
155676	lẓtm	lẓt/	lẓt	n. f.	severity
155677	al	al(I);al(II)	ảl (I);ảl (II)	neg. functor;pos. functor	no;surely
155678	tmk	!t!mk[	/m-k-(k)/	vb	to fall
155679	al	al(I);al(II)	ảl (I);ảl (II)	neg. functor;pos. functor	no;surely
